imgQID	file	type	nsrc	X	Y	Vx	Vy	Cov	json
et9SEabntU9Epnw	Stim71.png	Scatter	2	-0.133203361	-0.064130688	0.005503638	0.011673216	0.001402493	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.12971580771011457,-0.14086487172754064],[0.022296807382911565,-0.15343195457263697]],'Sigma':[[[0.013929339682834564,0.00914225995592807],[0.0024819235903556741,0.0030382331797015097]],[[0.0024819235903556741,0.0030382331797015097],[0.022950077342018756,0.023766484932800137]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
2mkiRHSMmR3AMmy	Stim72.png	Scatter	2	0.228021133	0.014780155	0.006892556	0.008101911	0.000944058	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.16293263172909236,0.25621883322177597],[-0.01965760772243591,0.034154569052706474]],'Sigma':[[[0.02394761414656664,0.0097311488901295033],[0.000872489329210972,0.0017676768262908434]],[[0.000872489329210972,0.0017676768262908434],[0.025942075022046554,0.011837220309836223]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
bJH92bvuAol9e7Q	Stim73.png	Scatter	2	0.235800189	0.256550146	0.012348737	0.004615503	0.002458736	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.32680106522699426,0.15550802357918372],[0.30199509506663508,0.23760424891946935]],'Sigma':[[[0.026012351972112938,0.02423918636016047],[0.0081900853852127347,0.0037192416812277681]],[[0.0081900853852127347,0.0037192416812277681],[0.017161571249891656,0.0063245821424082133]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
9GpWKIRra0Dm7Cm	Stim74.png	Scatter	2	0.204749488	-0.132094295	0.003685927	0.004757088	0.001318457	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.24005986465740187,0.1859048022387883],[-0.027694589147897117,-0.26922676776972154]],'Sigma':[[[0.011510623205874683,0.0054239703889949085],[0.003963072644419011,0.0020426404771118115]],[[0.003963072644419011,0.0020426404771118115],[0.008689906449227432,0.011096027747299919]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
5pxi3wxSU2WqFwO	Stim75.png	Scatter	2	0.237430094	-0.241066856	0.006823518	0.006209081	9.86E-05	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.23064665437833007,0.24676468891150521],[-0.058484733554774293,-0.34034930084375953]],'Sigma':[[[0.010900748953518953,0.018244521262475277],[8.22231562456128E-5,0.00033224583706914284]],[[8.22231562456128E-5,0.00033224583706914284],[0.017607942934811032,0.0095940675910982758]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
0VDIdOV0aPkXoWO	Stim76.png	Scatter	2	-0.090749061	-0.164447827	0.007067888	0.00880301	5.64E-05	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.019438862996083578,-0.12584274687288535],[-0.18720055742940539,-0.10554925072366794]],'Sigma':[[[0.027218211727107259,0.0096692162556823048],[-0.0012904719966306511,0.0021112450281982535]],[[-0.0012904719966306511,0.0021112450281982535],[0.011181845674720556,0.042689623470616625]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
6Llm0JtDcb5SEEm	Stim77.png	Scatter	2	0.097352854	0.084003474	0.003873945	0.005580327	-0.000217455	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.077867236709737442,0.27910067333423122],[-0.05856504320138084,0.16076378289928764]],'Sigma':[[[0.0075773464206628505,0.016448580865371657],[-0.010302541810087858,0.003669508351896143]],[[-0.010302541810087858,0.003669508351896143],[0.045570118201972043,0.0075794787868147424]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
ehOI0tYbiJ2Owfk	Stim78.png	Scatter	2	-0.147633214	-0.131513665	0.006516044	0.003879885	-0.001221585	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.12382400158573803,-0.21147588474321088],[-0.15714047436938372,-0.11072920969631815]],'Sigma':[[[0.0088803744540718061,0.024544732134675031],[-0.0019315593496034063,-0.0042507691310475423]],[[-0.0019315593496034063,-0.0042507691310475423],[0.011745158498422883,0.0061238875325804248]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
8cwGkBWOkybsrtA	Stim79.png	Scatter	2	-0.264557965	-0.166033033	0.00272354	0.005851225	-0.000316781	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.26174345804890614,-0.28220104114901468],[-0.01516943761091144,-0.19625953858563056]],'Sigma':[[[0.0033472033923433696,0.014651164957970808],[-0.00061008496789663957,-0.0014996291818084983]],[[-0.00061008496789663957,-0.0014996291818084983],[0.0334028106722574,0.0071982398708669284]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
cGYz90oXFCFcFX8	Stim80.png	Scatter	2	0.034336545	0.209210348	0.008832776	0.005216	0.000382168	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.070608869915794251,0.04289164854860647],[0.2520477276323223,0.083387456405054738]],'Sigma':[[[0.021118284014543631,0.016578944745238494],[0.0028985158190168551,-0.0043683991675399995]],[[0.0028985158190168551,-0.0043683991675399995],[0.0071903005420695092,0.023321148887576772]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
ebcZq2LHrTPpRmS	Stim81.png	Scatter	2	-0.099745375	-0.074556918	0.007778079	0.002682899	0.002011186	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.17701720737245746,0.14467915722783364],[-0.086961305923488025,-0.0810115133978978]],'Sigma':[[[0.010900819024874133,0.030702899740801738],[0.0034663440842847247,0.0031778685287438559]],[[0.0034663440842847247,0.0031778685287438559],[0.0040938866820041213,0.0081363300739294032]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
8AkUGbayAMih8XA	Stim82.png	Scatter	2	-0.135694385	-0.123432407	0.007811826	0.003475099	0.001040271	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.11213091983470554,-0.19188498592078834],[-0.01108452637501027,-0.19565141779737405]],'Sigma':[[[0.012295192543622066,0.021528973346066124],[0.0011896473196164592,0.0033195401990324374]],[[0.0011896473196164592,0.0033195401990324374],[0.0092301252659816278,0.0057749971928926025]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
0wudU9tAns71vx4	Stim83.png	Scatter	2	-0.16589785	-0.040883423	0.008671165	0.012332586	0.001030237	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.36774523719857433,-0.043000573777462359],[0.061327908867474648,-0.094187509800764027]],'Sigma':[[[0.0218538450712443,0.014581252680125346],[-0.00010209991413526835,0.0031526120536583754]],[[-0.00010209991413526835,0.0031526120536583754],[0.027691017643464447,0.02252262778244072]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
0PrPGJfw4aAM3Ua	Stim84.png	Scatter	2	-0.185514937	-0.030479133	0.003152649	0.013820419	-0.000427793	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.19180895343052207,-0.086877891543830327],[-0.093139849168399527,0.22841461359091714]],'Sigma':[[[0.0043057794117793884,0.016444251074564962],[-0.0020897070523085209,0.013391545838863242]],[[-0.0020897070523085209,0.013391545838863242],[0.0198413024699907,0.06206425346653606]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
7aedaVkUlxC2eai	Stim85.png	Scatter	2	-0.143015462	0.091311182	0.008295967	0.00894327	0.001120891	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.22076645872808959,0.10203443888972882],[0.049699381709079032,0.05926671911702483]],'Sigma':[[[0.013474390966960589,0.0377401856957145],[0.011969572696817712,-0.0036358118218272426]],[[0.011969572696817712,-0.0036358118218272426],[0.048035766193213675,0.011843701610851246]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
6DWU7rB7bvHmiLs	Stim86.png	Scatter	2	-0.256095198	-0.223556681	0.005593581	0.009185973	0.001885214	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.25419235530109197,-0.23794356188146762],[-0.20525119200403569,-0.24139157301097619]],'Sigma':[[[0.00697617987984471,0.044646384223191733],[0.004632116696829257,-0.00017016209586074156]],[[0.004632116696829257,-0.00017016209586074156],[0.019828562508463397,0.017464941642728972]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
9yFIXrFCDyXXylM	Stim87.png	Scatter	2	0.087878698	-0.010260766	0.002742741	0.006411564	-0.002737732	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[0.097963484090326167,0.034337662470878341],[-0.024500889126867098,-0.019373916158665433]],'Sigma':[[[0.0039189497522794841,0.032003777405566154],[-0.004669005437706408,0.015694433001557415]],[[-0.004669005437706408,0.015694433001557415],[0.0097189652726821663,0.039717235532691644]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
3pAzSBQ8reJOKd8	Stim88.png	Scatter	2	-0.075784741	-0.168561028	0.004877092	0.002066502	0.001700269	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.054972605644909883,-0.088753792690391256],[-0.15964095232154363,-0.17878970794195914]],'Sigma':[[[0.012073389335521167,0.00898909958935804],[0.0046418178171217231,-0.00091980355461523966]],[[0.0046418178171217231,-0.00091980355461523966],[0.003375513181799798,0.020109223428836007]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
3OZCtPsBylZE7JQ	Stim89.png	Scatter	2	0.137281644	0.235293672	0.00844757	0.002983323	0.000997035	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.0091804706737660668,0.40463398181872617],[0.20736104638778866,0.16255983469325758]],'Sigma':[[[0.01416507200312859,0.026163496994089083],[0.0026195102317829603,-0.0076256419823009366]],[[0.0026195102317829603,-0.0076256419823009366],[0.0038182500258282961,0.022628203885372442]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
eQaXRlixDXIzrpA	Stim90.png	Scatter	2	-0.154108946	-0.131198744	0.014163089	0.014756677	9.95E-05	"{'nscat':600,'msz':7,'w_px':540,'h_px':540,'Mu':[[-0.11600061332741958,-0.25056903949061071],[-0.26973405626411895,-0.023758491338181559]],'Sigma':[[[0.019534070362860315,0.051526804981510285],[-7.1297872149581564E-5,0.00079521984238583069]],[[-7.1297872149581564E-5,0.00079521984238583069],[0.033503980197599072,0.02638238941577253]]],'f':[],'ax':[],'colors':[[0.49019607843137253,0.19607843137254902,0.23137254901960785],[0.12156862745098039,0.47450980392156861,0.53725490196078429],[0.85882352941176465,0.63921568627450975,0.22745098039215686]],'color_idx':3,'canvas_clr':[0.75294117647058822,0.75294117647058822,0.75294117647058822],'color_angle':[],'color_lightness':0.5,'saturation':1,'cent_marker_sz':8}"
